,Artist,Track,Album,Album_type,Danceability,Energy,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Channel,Views,Likes,Comments,Licensed,official_video,Stream
1147,Luis Fonsi,Despacito,VIDA,album,0.655,0.797,2,-4.787,0.153,0.198,0,0.067,0.839,177.928,229360,LuisFonsiVEVO,8079649362,50788652,4252791,TRUE,TRUE,1506598267
365,Daddy Yankee,Despacito,VIDA,album,0.655,0.797,2,-4.787,0.153,0.198,0,0.067,0.839,177.928,229360,LuisFonsiVEVO,8079646911,50788626,4252791,TRUE,TRUE,1506598267
12452,Ed Sheeran,Shape of You,÷ (Deluxe),album,0.825,0.652,1,-3.183,0.0802,0.581,0,0.0931,0.931,95.977,233713,Ed Sheeran,5908398479,31047780,1130327,TRUE,TRUE,3362005201
14580,Charlie Puth,See You Again (feat. Charlie Puth),See You Again (feat. Charlie Puth),single,0.689,0.481,10,-7.503,0.0815,0.369,1.03E-06,0.0649,0.283,80.025,229526,Wiz Khalifa Music,5773798407,40147674,2127346,TRUE,TRUE,1521254554
12469,Wiz Khalifa,See You Again (feat. Charlie Puth),See You Again (feat. Charlie Puth),single,0.689,0.481,10,-7.503,0.0815,0.369,1.03E-06,0.0649,0.283,80.025,229526,Wiz Khalifa Music,5773797147,40147618,2127345,TRUE,TRUE,1521254554
20303,CoComelon,Wheels on the Bus,"CoComelon Kids Hits, Vol. 1",album,0.941,0.387,9,-11.92,0.0427,0.184,2.88E-05,0.157,0.965,125.021,207340,Cocomelon - Nursery Rhymes,4898831101,14396841,0,TRUE,TRUE,83434355
10686,Mark Ronson,Uptown Funk (feat. Bruno Mars),Uptown Special,album,0.856,0.609,0,-7.223,0.0824,0.00801,8.15E-05,0.0344,0.928,114.988,269667,MarkRonsonVEVO,4821016218,20067879,598916,TRUE,TRUE,1653819736
8937,PSY,Gangnam Style (강남스타일),Gangnam Style (강남스타일),single,0.727,0.937,11,-2.871,0.286,0.00417,0,0.091,0.749,132.067,219493,officialpsy,4679767471,26399133,5331537,FALSE,FALSE,370991124
9569,Maroon 5,Sugar,V,album,0.748,0.788,1,-7.055,0.0334,0.0591,0,0.0863,0.884,120.076,235493,Maroon5VEVO,3817733132,15340646,415496,TRUE,TRUE,1502780803
13032,Katy Perry,Roar,PRISM,album,0.671,0.771,7,-4.821,0.0316,0.00492,7.28E-06,0.354,0.436,90.003,223546,KatyPerryVEVO,3725748519,15864499,763366,TRUE,TRUE,884721001
13040,OneRepublic,Counting Stars,Native,album,0.664,0.705,1,-4.972,0.0382,0.0654,0,0.115,0.477,122.017,257840,OneRepublicVEVO,3721610307,16558621,475191,TRUE,TRUE,1805319715
14074,Justin Bieber,Sorry,Purpose (Deluxe),album,0.654,0.76,0,-3.669,0.045,0.0797,0,0.299,0.41,99.945,200787,JustinBieberVEVO,3627305503,15789307,865675,TRUE,TRUE,1740759086
12455,Ed Sheeran,Thinking out Loud,x (Wembley Edition),album,0.781,0.445,2,-6.061,0.0295,0.474,0,0.184,0.591,78.998,281560,Ed Sheeran,3547155867,14343730,362545,TRUE,TRUE,2154334378
20304,CoComelon,Baa Baa Black Sheep,"CoComelon Kids Hits, Vol. 1",album,0.711,0.396,0,-11.266,0.0486,0.829,3.00E-05,0.119,0.969,199.955,147781,Cocomelon - Nursery Rhymes,3486504328,8943443,0,TRUE,TRUE,46554351
154,Shakira,Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground),Listen Up! The Official 2010 FIFA World Cup Album,compilation,0.758,0.871,2,-6.408,0.147,0.0062,0,0.0663,0.753,126.994,202627,shakiraVEVO,3463816330,20327883,1283529,TRUE,TRUE,629918488
13029,Katy Perry,Dark Horse,PRISM,album,0.647,0.585,6,-6.123,0.0512,0.00314,0,0.165,0.353,131.934,215672,KatyPerryVEVO,3442526730,16342399,794592,TRUE,TRUE,1067826820
16668,Alan Walker,Faded,Different World,album,0.468,0.627,6,-5.085,0.0476,0.0281,7.97E-06,0.11,0.159,179.642,212107,Alan Walker,3400741854,26446178,1250054,TRUE,TRUE,1683178074
12649,Passenger,Let Her Go,All The Little Lights,album,0.479,0.545,7,-7.346,0.0688,0.365,0,0.0963,0.243,74.897,252733,Passenger,3376086171,15361684,452077,TRUE,TRUE,1785368454
12652,Passenger,Let Her Go - Acoustic,All The Little Lights (Deluxe Version),album,0.547,0.0739,4,-13.961,0.052,0.948,0,0.108,0.25,142.526,266627,Passenger,3376086171,15361684,452077,TRUE,TRUE,135121858
12449,Ed Sheeran,Perfect,÷ (Deluxe),album,0.599,0.448,8,-6.312,0.0232,0.163,0,0.106,0.168,95.05,263400,Ed Sheeran,3361086287,19033010,486143,TRUE,TRUE,2312689776
744,Enrique Iglesias,Bailando - Spanish Version,SEX AND LOVE (Deluxe),album,0.723,0.777,7,-3.503,0.108,0.0426,3.68E-06,0.0451,0.961,91.017,243413,EnriqueIglesiasVEVO,3328780111,10159799,272098,TRUE,TRUE,686731812
16488,MØ,Lean On,Peace Is The Mission (Extended),album,0.723,0.809,7,-3.081,0.0625,0.00346,0.00123,0.565,0.274,98.007,176561,Major Lazer Official,3324835140,16211083,450170,FALSE,FALSE,1713070715
15393,DJ Snake,Lean On,Peace Is The Mission (Extended),album,0.723,0.809,7,-3.081,0.0625,0.00346,0.00123,0.565,0.274,98.007,176561,Major Lazer Official,3324834868,16211071,450170,FALSE,FALSE,1713070715
13659,Major Lazer,Lean On,Peace Is The Mission (Extended),album,0.723,0.809,7,-3.081,0.0625,0.00346,0.00123,0.565,0.274,98.007,176561,Major Lazer Official,3324834686,16211052,450169,FALSE,FALSE,
11050,Willy William,Mi Gente,Vibras,album,0.548,0.704,11,-4.838,0.0777,0.0168,2.25E-05,0.143,0.288,104.666,185040,jbalvinVEVO,3179386245,17446108,522593,TRUE,TRUE,1285404998
12493,Taylor Swift,Blank Space,1989,album,0.753,0.678,5,-5.421,0.0644,0.085,1.64E-06,0.13,0.583,96.006,231827,TaylorSwiftVEVO,3096802224,14114951,628442,TRUE,TRUE,1068961957
2466,Hariharan,Shree Hanuman Chalisa,Shree Hanuman Chalisa (Hanuman Ashtak),album,0.589,0.885,4,-3.4,0.035,0.545,0,0.132,0.831,91.01,586076,T-Series Bhakti Sagar,2928197661,12053453,1439654,TRUE,TRUE,58470533
14581,Charlie Puth,We Don't Talk Anymore (feat. Selena Gomez),Nine Track Mind,album,0.728,0.563,1,-8.053,0.134,0.621,0,0.179,0.352,100.017,217707,Charlie Puth,2925709616,13643149,395627,TRUE,TRUE,1468031758
14076,Justin Bieber,Baby,My World 2.0,album,0.728,0.859,5,-5.237,0.137,0.0401,0,0.111,0.535,65.043,214240,JustinBieberVEVO,2905792670,23212268,4805805,TRUE,TRUE,625188054
17951,Dua Lipa,New Rules,Dua Lipa (Deluxe),album,0.762,0.7,9,-6.021,0.0694,0.00261,1.56E-05,0.153,0.608,116.073,209320,Dua Lipa,2809699009,16730579,373961,TRUE,TRUE,1807370674
157,Shakira,Chantaje (feat. Maluma),El Dorado,album,0.852,0.773,8,-2.921,0.0776,0.187,3.05E-05,0.159,0.907,102.034,195840,shakiraVEVO,2805793003,10370533,404270,TRUE,TRUE,859799057
15529,Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),What Is Love? (Deluxe Edition),album,0.717,0.73,9,-4.729,0.0568,0.383,0,0.398,0.792,102.002,251173,Clean Bandit,2761229559,13333328,301384,TRUE,TRUE,1312649614
17195,Fifth Harmony,Work from Home (feat. Ty Dolla $ign),7/27 (Deluxe),album,0.803,0.585,8,-5.861,0.0432,0.103,3.94E-06,0.0644,0.593,105.017,214480,FifthHarmonyVEVO,2666673882,11869546,471291,TRUE,TRUE,1270912565
13329,Pedro Capó,Calma - Remix,MUNAY,album,0.826,0.764,11,-4.341,0.0522,0.337,0,0.161,0.761,126.9,237627,capoVEVO,2661008889,12824789,365440,TRUE,TRUE,1048932845
404,Farruko,Calma - Remix,MUNAY,album,0.826,0.764,11,-4.341,0.0522,0.337,0,0.161,0.761,126.9,237627,capoVEVO,2661002503,12824730,365438,TRUE,TRUE,1048932845
20308,CoComelon,Baby Shark,Nursery Rhymes by CoComelon,album,0.779,0.587,7,-8.131,0.0721,0.33,3.85E-06,0.0792,0.908,199.956,127203,Cocomelon - Nursery Rhymes,2645859287,6604353,0,TRUE,TRUE,22632716
366,Daddy Yankee,Con Calma,Con Calma,single,0.737,0.86,8,-2.652,0.0593,0.11,1.94E-06,0.0574,0.656,93.989,193227,Daddy Yankee,2626439287,13036596,384865,FALSE,TRUE,1170562263
11982,Rihanna,This Is What You Came For,This Is What You Came For,single,0.631,0.927,9,-2.787,0.0332,0.199,0.119,0.148,0.465,123.962,222160,CalvinHarrisVEVO,2626029906,10603656,314267,TRUE,TRUE,1389243583
12480,Calvin Harris,This Is What You Came For,This Is What You Came For,single,0.631,0.927,9,-2.787,0.0332,0.199,0.119,0.148,0.465,123.962,222160,CalvinHarrisVEVO,2626029906,10603656,314267,TRUE,TRUE,1389243583
14089,Twenty One Pilots,Stressed Out,Blurryface,album,0.734,0.637,4,-5.677,0.141,0.0462,2.29E-05,0.0602,0.648,169.977,202333,Fueled By Ramen,2621773189,18065718,624297,TRUE,TRUE,1833638048
252,Sia,Chandelier,1000 Forms Of Fear (Deluxe Version),album,0.399,0.787,1,-2.88,0.0499,0.0197,6.07E-05,0.0685,0.572,117.089,216120,SiaVEVO,2581536372,12476394,577131,TRUE,TRUE,1404231856
15304,Meghan Trainor,All About That Bass,Title (Deluxe),album,0.807,0.887,9,-3.726,0.0503,0.0573,2.87E-06,0.124,0.961,134.052,187920,MeghanTrainorVEVO,2563945395,9507899,491104,TRUE,TRUE,702906978
126,Eminem,Love The Way You Lie,Recovery,album,0.749,0.925,10,-5.034,0.227,0.241,0,0.52,0.641,86.989,263373,EminemVEVO,2539156924,12696568,599124,TRUE,TRUE,1115478746
15559,Natti Natasha,Criminal,Criminal,single,0.814,0.813,2,-3.023,0.0561,0.03,9.33E-05,0.255,0.839,79.997,232550,NATTI NATASHA,2447960265,8195497,267095,TRUE,TRUE,784002002
16637,Ozuna,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","Taki Taki (with Selena Gomez, Ozuna & Cardi B)",single,0.842,0.801,8,-4.167,0.228,0.157,4.82E-06,0.0642,0.617,95.881,212500,DJSnakeVEVO,2414202125,18776043,552970,TRUE,TRUE,1379765140
15389,DJ Snake,"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)",Carte Blanche,album,0.842,0.801,8,-4.167,0.228,0.157,4.82E-06,0.0642,0.617,95.881,212500,DJSnakeVEVO,2414201716,18776025,552969,TRUE,TRUE,1379765140
13526,Selena Gomez,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","Taki Taki (with Selena Gomez, Ozuna & Cardi B)",single,0.842,0.801,8,-4.167,0.228,0.157,4.82E-06,0.0642,0.617,95.881,212500,DJSnakeVEVO,2414201310,18776010,552968,TRUE,TRUE,1379765140
14030,Imagine Dragons,Believer,Evolve,album,0.776,0.78,10,-4.374,0.128,0.0622,0,0.081,0.666,124.949,204347,ImagineDragonsVEVO,2369714846,20483444,613230,TRUE,TRUE,2369272335
15463,Darell,Te Boté,Te Boté (Clean Version),single,0.918,0.602,4,-3.986,0.115,0.401,7.28E-06,0.0805,0.158,96.518,275693,Flow La Movie,2354418112,10169573,478456,TRUE,TRUE,96075345
17286,Shawn Mendes,Treat You Better,Illuminate,album,0.444,0.819,10,-4.078,0.341,0.106,0,0.107,0.747,82.695,187973,ShawnMendesVEVO,2315953928,11040774,273330,TRUE,TRUE,1697308263
14152,Ellie Goulding,Love Me Like You Do,Fifty Shades Freed (Original Motion Picture Soundtrack),compilation,0.489,0.597,5,-6.633,0.0292,0.27,0,0.105,0.324,95.012,253520,EllieGouldingVEVO,2283748076,12418131,294553,TRUE,TRUE,268969064
8667,LMFAO,Party Rock Anthem,Sorry For Party Rocking,album,0.75,0.727,5,-4.21,0.142,0.0189,0,0.266,0.359,129.993,262173,LMFAOVEVO,2252581562,11036446,649651,TRUE,TRUE,543246526
16181,Becky G,Mayores,MALA SANTA,album,0.745,0.836,5,-4.336,0.0444,0.145,0.00314,0.116,0.874,96.993,203187,BeckyGVEVO,2248375030,7856227,319541,TRUE,TRUE,612105921
13582,Demi Lovato,Échame La Culpa,VIDA,album,0.733,0.897,0,-3.652,0.0389,0.0391,0,0.117,0.649,96.006,173800,LuisFonsiVEVO,2245669049,10003295,335363,TRUE,TRUE,834445136
1150,Luis Fonsi,Échame La Culpa,VIDA,album,0.733,0.897,0,-3.652,0.0389,0.0391,0,0.117,0.649,96.006,173800,LuisFonsiVEVO,2245665554,10003280,335363,TRUE,TRUE,834445136
10616,John Legend,All of Me,Love In The Future (Expanded Edition),album,0.422,0.264,8,-7.064,0.0322,0.922,0,0.132,0.331,119.93,269560,johnlegendVEVO,2242022292,12415009,246537,TRUE,TRUE,1944651744
10617,John Legend,On Time (with John Legend),HEROES & VILLAINS,album,0.364,0.62,5,-6.638,0.0555,0.736,0.00225,0.429,0.491,79.904,168920,johnlegendVEVO,2242022292,12415009,246537,TRUE,TRUE,45733137
13560,Avicii,Wake Me Up,TRUE,album,0.532,0.783,2,-5.697,0.0523,0.0038,0.0012,0.161,0.643,124.08,247427,AviciiOfficialVEVO,2221205597,11499037,620143,TRUE,TRUE,1790784163
14077,Justin Bieber,What Do You Mean?,Purpose (Deluxe),album,0.845,0.567,5,-8.118,0.0956,0.59,0.00142,0.0811,0.793,125.02,205680,JustinBieberVEVO,2218679460,10318664,521449,TRUE,TRUE,1377607834
14978,Christina Perri,A Thousand Years,A Thousand Years,single,0.421,0.407,10,-7.445,0.0267,0.309,0.000961,0.11,0.161,139.028,285120,Christina Perri,2213836289,13816579,482413,TRUE,TRUE,1261326446
15249,The Weeknd,Starboy,Starboy,album,0.679,0.587,7,-7.015,0.276,0.141,6.35E-06,0.137,0.486,186.003,230453,TheWeekndVEVO,2168809930,10528200,386839,TRUE,TRUE,2180812000
13473,Adele,Rolling in the Deep,21,album,0.73,0.769,8,-5.114,0.0298,0.138,0,0.0473,0.507,104.948,228093,AdeleVEVO,2160008518,11603960,411966,TRUE,TRUE,1303798870
17196,Fifth Harmony,Worth It (feat. Kid Ink),Reflection (Deluxe),album,0.884,0.765,8,-3.865,0.0882,0.063,7.04E-06,0.118,0.594,99.987,224573,FifthHarmonyVEVO,2148602737,11228568,337695,TRUE,TRUE,721700717
17198,Fifth Harmony,Worth It,Worth It,single,0.858,0.78,8,-3.739,0.0738,0.0478,5.72E-05,0.133,0.602,99.984,185257,FifthHarmonyVEVO,2148602737,11228568,337695,TRUE,TRUE,18298540
170,Nicky Jam,X,Intimo,album,0.594,0.749,9,-5.298,0.056,0.0338,0.00106,0.3,0.694,179.968,172854,NickyJamTV,2133459242,9883068,262847,TRUE,TRUE,865695837
16098,The Chainsmokers,Something Just Like This,Memories...Do Not Open,album,0.617,0.635,11,-6.769,0.0317,0.0498,1.44E-05,0.164,0.446,103.019,247160,ChainsmokersVEVO,2118024518,10282557,270446,TRUE,TRUE,2030825694
43,Coldplay,Something Just Like This,Memories...Do Not Open,album,0.617,0.635,11,-6.769,0.0317,0.0498,1.44E-05,0.164,0.446,103.019,247160,ChainsmokersVEVO,2118018686,10282499,270444,TRUE,TRUE,2030825694
14041,Bruno Mars,That's What I Like,24K Magic,album,0.853,0.56,1,-4.961,0.0406,0.013,0,0.0944,0.86,134.066,206693,Bruno Mars,2102232829,12567365,378834,TRUE,TRUE,1562466168
16186,Becky G,Sin Pijama,MALA SANTA,album,0.788,0.745,11,-4.417,0.0448,0.352,4.56E-05,0.0973,0.79,94.002,190160,BeckyGVEVO,2086480901,8624891,366369,TRUE,TRUE,710166109
15563,Natti Natasha,Sin Pijama,MALA SANTA,album,0.788,0.745,11,-4.417,0.0448,0.352,4.56E-05,0.0973,0.79,94.002,190160,BeckyGVEVO,2086480719,8624889,366369,TRUE,TRUE,710166109
1307,Jennifer Lopez,On The Floor,Love?,album,0.73,0.777,3,-5.194,0.0496,0.105,0.000478,0.0691,0.575,130,284867,JenniferLopezVEVO,2062108307,8740440,440974,TRUE,TRUE,360804163
1309,Jennifer Lopez,On The Floor - Radio Edit,On The Floor,single,0.758,0.686,11,-6.346,0.0792,0.0848,0.00127,0.142,0.444,130.007,230907,JenniferLopezVEVO,2062108307,8740440,440974,TRUE,TRUE,370761679
13919,Kimbra,Somebody That I Used To Know,Making Mirrors,album,0.864,0.495,0,-7.036,0.037,0.591,0.000133,0.0992,0.72,129.062,244973,gotyemusic,2057216266,14580703,792989,TRUE,TRUE,1318267448
11011,Gotye,Somebody That I Used To Know,Making Mirrors,album,0.864,0.495,0,-7.036,0.037,0.591,0.000133,0.0992,0.72,129.062,244973,gotyemusic,2057215604,14580661,792986,TRUE,TRUE,1318267448
18595,ROSALÍA,Con Altura,Con Altura,single,0.882,0.689,6,-4.027,0.124,0.39,0.00325,0.0501,0.746,97.963,161627,RosaliaVEVO,2046549485,9268047,281013,TRUE,TRUE,680540511
13028,J Balvin,Con Altura,Con Altura,single,0.882,0.689,6,-4.027,0.124,0.39,0.00325,0.0501,0.746,97.963,161627,RosaliaVEVO,2046548704,9268034,281013,TRUE,TRUE,680361258
18004,BLACKPINK,DDU-DU DDU-DU,SQUARE UP,single,0.668,0.828,4,-5.034,0.0739,0.036,0,0.0932,0.393,140.042,211350,BLACKPINK,2012854627,22570280,3312226,TRUE,TRUE,565754284
11421,Guns N' Roses,November Rain,Use Your Illusion I,album,0.294,0.641,11,-9.316,0.0291,0.0163,0.22,0.112,0.226,79.759,536067,GunsNRosesVEVO,1994250672,6855095,320613,TRUE,TRUE,732170807
14091,Twenty One Pilots,Heathens,Heathens,single,0.732,0.396,4,-9.348,0.0286,0.0841,3.58E-05,0.105,0.548,90.024,195920,Fueled By Ramen,1987866504,15003359,472969,TRUE,TRUE,1475767872
9576,Romeo Santos,Propuesta Indecente,"Fórmula, Vol. 2 (Deluxe Edition)",album,0.757,0.632,2,-6.83,0.0549,0.499,0,0.0723,0.742,122.936,235133,RomeoSantosVEVO,1982703356,5306946,132507,TRUE,TRUE,553022006
19230,Jhayco,No Me Conoce - Remix,Famouz,album,0.804,0.787,10,-3.824,0.0746,0.14,0,0.0927,0.562,91.974,309120,JhayCortezVEVO,1979059865,5920550,107535,TRUE,TRUE,1067735521
13020,J Balvin,No Me Conoce - Remix,Famouz,album,0.804,0.787,10,-3.824,0.0746,0.14,0,0.0927,0.562,91.974,309120,JhayCortezVEVO,1979058380,5920531,107534,TRUE,TRUE,1067735521
17938,Post Malone,Sunflower - Spider-Man: Into the Spider-Verse,Hollywood's Bleeding,album,0.755,0.522,2,-4.368,0.0575,0.533,0,0.0685,0.925,89.96,157560,PostMaloneVEVO,1977389041,13749813,331063,TRUE,TRUE,2538329799
17445,Swae Lee,Sunflower - Spider-Man: Into the Spider-Verse,Hollywood's Bleeding,album,0.755,0.522,2,-4.368,0.0575,0.533,0,0.0685,0.925,89.96,157560,PostMaloneVEVO,1977389027,13749806,331064,TRUE,TRUE,2538329799
15977,KAROL G,China,Emmanuel,album,0.786,0.808,7,-3.702,0.0881,0.0846,0.000289,0.0822,0.608,105.029,301714,Anuel AA,1977192357,8391948,306590,TRUE,TRUE,1037191705
13472,Adele,Someone Like You,21,album,0.556,0.319,9,-8.251,0.0281,0.893,0,0.0996,0.294,135.187,285240,AdeleVEVO,1958083020,9737198,352687,TRUE,TRUE,1468111036
18778,ZAYN,Dusk Till Dawn (feat. Sia) - Radio Edit,Icarus Falls,album,0.259,0.437,11,-6.589,0.0386,0.102,1.32E-06,0.106,0.0951,180.042,239000,ZaynVEVO,1953780291,14149792,396636,TRUE,TRUE,1378235205
253,Sia,Dusk Till Dawn (feat. Sia) - Radio Edit,Icarus Falls,album,0.259,0.437,11,-6.589,0.0386,0.102,1.32E-06,0.106,0.0951,180.042,239000,ZaynVEVO,1953769806,14149628,396631,TRUE,TRUE,1378235205
14031,Imagine Dragons,Thunder,Evolve,album,0.605,0.822,0,-4.833,0.0438,0.00671,0.134,0.147,0.288,167.997,187147,ImagineDragonsVEVO,1936849342,11935830,363701,TRUE,TRUE,1900080651
15255,The Weeknd,The Hills,Beauty Behind The Madness,album,0.585,0.564,0,-7.063,0.0515,0.0671,0,0.135,0.137,113.003,242253,TheWeekndVEVO,1933920747,11780694,308139,TRUE,TRUE,1762745054
61,Linkin Park,Numb,Meteora,album,0.496,0.863,9,-4.153,0.0381,0.0046,0,0.639,0.243,110.018,185587,Linkin Park,1928733776,12341722,550921,TRUE,TRUE,1195213410
16100,The Chainsmokers,Don't Let Me Down,Don't Let Me Down,single,0.532,0.869,11,-5.094,0.172,0.157,0.00508,0.136,0.422,159.803,208373,ChainsmokersVEVO,1918194989,12101095,284275,TRUE,TRUE,1649895796
14888,Jessie J,Bang Bang,Sweet Talker (Deluxe Version),album,0.706,0.786,0,-3.417,0.091,0.26,0,0.38,0.751,150.028,199387,JessieJVEVO,1892443022,10635145,272545,TRUE,TRUE,1125379891
13511,Nicki Minaj,Bang Bang,Sweet Talker (Deluxe Version),album,0.706,0.786,0,-3.417,0.091,0.26,0,0.38,0.751,150.028,199387,JessieJVEVO,1892442904,10635137,272545,TRUE,TRUE,1125379891
1299,Ricky Martin,Vente Pa' Ca (feat. Maluma),Vente Pa' Ca (feat. Maluma),single,0.663,0.92,11,-4.07,0.226,0.00431,1.69E-05,0.101,0.533,99.935,259196,RickyMartinVEVO,1832635634,4262556,132460,TRUE,TRUE,546249488
47,Coldplay,Hymn for the Weekend,A Head Full of Dreams,album,0.491,0.693,0,-6.487,0.0377,0.211,6.92E-06,0.325,0.412,90.027,258267,Coldplay,1828242112,13515772,377666,TRUE,TRUE,1049654852
15267,Maluma,Felices los 4,F.A.M.E.,album,0.766,0.756,5,-5.861,0.132,0.213,0,0.349,0.716,94.027,230000,MalumaVEVO,1825262539,6457165,256004,TRUE,TRUE,842345363
16250,Piso 21,Déjala Que Vuelva (feat. Manuel Turizo),Ubuntu,album,0.681,0.788,1,-4.323,0.0785,0.0482,0,0.0753,0.839,170.019,220117,Piso 21,1809603970,3744149,71826,TRUE,TRUE,666199160
14043,Bruno Mars,Just the Way You Are,Doo-Wops & Hooligans,album,0.635,0.841,5,-5.379,0.0422,0.0134,0,0.0622,0.424,109.021,220734,Bruno Mars,1792439997,7658128,242767,TRUE,TRUE,1464356586
254,Sia,Cheap Thrills,This Is Acting (Deluxe Version),album,0.628,0.698,6,-5.608,0.105,0.0472,0.00143,0.0907,0.732,89.976,211667,SiaVEVO,1788225602,8821956,193866,TRUE,TRUE,1538447140
13710,Ryan Lewis,Thrift Shop (feat. Wanz),The Heist,album,0.781,0.526,6,-6.986,0.293,0.0633,0,0.0457,0.665,94.993,235613,Macklemore,1748130945,11819017,510863,TRUE,TRUE,936540661
12019,Macklemore,Thrift Shop (feat. Wanz),The Heist,album,0.781,0.526,6,-6.986,0.293,0.0633,0,0.0457,0.665,94.993,235613,Macklemore,1748130744,11819007,510863,TRUE,TRUE,936540661
18001,BLACKPINK,Kill This Love,KILL THIS LOVE,single,0.763,0.835,2,-5.234,0.191,0.323,0.00221,0.225,0.645,131.875,191050,BLACKPINK,1734794444,24061574,2466445,TRUE,TRUE,661790347
1167,Los Ángeles Azules,Nunca Es Suficiente,Esto Sí Es Cumbia,album,0.789,0.518,2,-5.417,0.0406,0.398,0,0.0891,0.78,94.001,266213,LosAngelesAzulesVEVO,1733935225,4887678,174011,TRUE,TRUE,357792351
129,Eminem,Not Afraid,Recovery,album,0.855,0.954,0,-1.19,0.264,0.529,0,0.205,0.668,114.635,248133,EminemVEVO,1727241246,11425215,872181,TRUE,TRUE,789922926
18568,Billie Eilish,lovely (with Khalid),lovely (with Khalid),single,0.351,0.296,4,-10.109,0.0333,0.934,0,0.095,0.12,115.284,200186,BillieEilishVEVO,1721400523,24426202,561906,TRUE,TRUE,2110573779
140,Khalid,lovely (with Khalid),lovely (with Khalid),single,0.351,0.296,4,-10.109,0.0333,0.934,0,0.095,0.12,115.284,200186,BillieEilishVEVO,1721382178,24425840,561909,TRUE,TRUE,2110573779
14133,Ty Dolla $ign,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Swalla (feat. Nicki Minaj & Ty Dolla $ign),single,0.696,0.817,1,-3.862,0.109,0.075,0,0.187,0.782,98.064,216409,Jason Derulo,1720801320,9621389,253175,TRUE,TRUE,1010582107
13515,Nicki Minaj,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Swalla (feat. Nicki Minaj & Ty Dolla $ign),single,0.696,0.817,1,-3.862,0.109,0.075,0,0.187,0.782,98.064,216409,Jason Derulo,1720801216,9621388,253175,TRUE,TRUE,1010582107
13072,Jason Derulo,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Swalla (feat. Nicki Minaj & Ty Dolla $ign),single,0.696,0.817,1,-3.862,0.109,0.075,0,0.187,0.782,98.064,216409,Jason Derulo,1720801216,9621385,253175,TRUE,TRUE,1010582107
9682,DJ Khaled,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",Grateful,album,0.599,0.667,7,-4.267,0.0367,0.0533,0,0.134,0.817,80.984,288877,DJKhaledVEVO,1700439080,10326203,390704,TRUE,TRUE,1159077755
20,50 Cent,In Da Club,Get Rich Or Die Tryin',album,0.902,0.72,6,-2.776,0.347,0.26,0,0.0749,0.805,90.059,193467,50CentVEVO,1682616458,10481678,296745,TRUE,TRUE,1041736808
46,Coldplay,Paradise,Mylo Xyloto,album,0.449,0.585,5,-6.761,0.0268,0.0509,8.75E-05,0.0833,0.212,139.631,278719,Coldplay,1665814269,8497224,343020,TRUE,TRUE,927288329
8030,David Guetta,Titanium (feat. Sia),Nothing but the Beat 2.0,album,0.604,0.788,0,-3.673,0.103,0.0678,0.153,0.127,0.301,126.06,245040,David Guetta,1659258469,8318147,297000,TRUE,TRUE,1270523403
18616,Manuel Turizo,Una Lady Como Tú,ADN,album,0.788,0.477,4,-7.348,0.0434,0.549,0,0.349,0.86,94.983,213027,MTZ Manuel Turizo,1652550023,5440510,154317,TRUE,TRUE,585902942
13491,Lady Gaga,Bad Romance,The Fame Monster (Deluxe Edition),album,0.696,0.921,0,-3.755,0.0363,0.00314,5.24E-05,0.0842,0.714,119.001,294573,LadyGagaVEVO,1651059028,8283806,880618,TRUE,TRUE,879720666
14561,BTS,Dynamite,BE,album,0.746,0.765,6,-4.41,0.0993,0.0112,0,0.0936,0.737,114.044,199054,HYBE LABELS,1640945859,35892575,16083138,TRUE,TRUE,1582446481
16030,Halsey,Boy With Luv (feat. Halsey),MAP OF THE SOUL : PERSONA,album,0.645,0.862,11,-4.761,0.0845,0.0933,0,0.193,0.803,119.947,229773,HYBE LABELS,1634110128,27588224,6535719,TRUE,TRUE,989478029
14565,BTS,Boy With Luv (feat. Halsey),MAP OF THE SOUL : PERSONA,album,0.645,0.862,11,-4.761,0.0845,0.0933,0,0.193,0.803,119.947,229773,HYBE LABELS,1634109865,27588189,6535721,TRUE,TRUE,989478029
8007,Justin Timberlake,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",TROLLS (Original Motion Picture Soundtrack),album,0.669,0.832,0,-5.721,0.0682,0.0106,0,0.0968,0.7,113.035,237547,justintimberlakeVEVO,1632584281,6269442,180613,TRUE,TRUE,1480138037
9556,Nirvana,Smells Like Teen Spirit,Nevermind (Remastered),album,0.502,0.912,1,-4.556,0.0564,2.55E-05,0.000173,0.106,0.72,116.761,301920,NirvanaVEVO,1609991619,11890310,486951,TRUE,TRUE,1520672936
